Date,RUSHB,RACE,AXL,HRI,SUP,ADNT,MGA,PCAR,ALSN,ORLY,VC,SAH,RUSHA,CAAS,DAN,GM,HMC,TM,CSTM,F,PRTS,ALV,APTV,VLDR,TTM,DORM,MPAA,GT,LEA,FSR,ALPP,STRT
2021-01-04 00:00:00-05:00,35.57318115234375,224.39247131347656,8.119999885559082,62.06120681762695,4.150000095367432,33.72999954223633,66.45369720458984,78.6386489868164,40.426719665527344,453.9700012207031,122.8499984741211,37.369834899902344,39.18482971191406,6.159999847412109,18.327110290527344,40.32803726196289,27.760000228881836,153.2899932861328,13.880000114440918,8.209660530090332,12.539999961853027,86.46269989013672,129.50999450683594,21.90999984741211,12.760000228881836,87.33999633789062,19.5,10.170000076293945,152.46839904785156,15.1899995803833,2.7799999713897705,47.75
2021-01-05 00:00:00-05:00,36.395957946777344,223.47320556640625,8.229999542236328,64.51976013183594,4.380000114440918,34.939998626708984,69.41842651367188,79.31624603271484,40.33065414428711,451.2799987792969,127.3499984741211,38.357582092285156,39.96949768066406,6.46999979019165,19.4221248626709,41.472869873046875,27.600000381469727,153.39999389648438,14.539999961853027,8.334924697875977,13.25,88.11376190185547,133.38999938964844,22.670000076293945,13.300000190734863,88.33999633789062,20.18000030517578,10.640000343322754,155.1121826171875,15.399999618530273,2.630000114440918,48.75
2021-01-06 00:00:00-05:00,39.319244384765625,219.19313049316406,8.670000076293945,68.8001708984375,4.800000190734863,36.68000030517578,71.82071685791016,82.4350357055664,42.050323486328125,465.17999267578125,133.77999877929688,40.98189163208008,42.391300201416016,6.639999866485596,20.603593826293945,42.78694152832031,28.239999771118164,153.52999877929688,14.960000038146973,8.518004417419434,13.65999984741211,89.7363510131836,138.11000061035156,22.690000534057617,13.34000015258789,93.36000061035156,21.059999465942383,10.779999732971191,160.4578857421875,15.25,2.694000005722046,50.599998474121094
2021-01-07 00:00:00-05:00,39.667720794677734,219.53909301757812,9.760000228881836,69.16259002685547,5.309999942779541,37.099998474121094,71.11528778076172,82.05448913574219,42.24246597290039,469.8999938964844,135.63999938964844,41.775962829589844,43.09847640991211,6.909999847412109,21.477684020996094,43.12541580200195,28.170000076293945,152.6699981689453,14.6899995803833,8.72999095916748,14.119999885559082,90.22029113769531,144.8000030517578,25.81999969482422,13.449999809265137,95.0,21.770000457763672,10.739999771118164,165.0191650390625,15.649999618530273,2.930000066757202,50.029998779296875
2021-01-08 00:00:00-05:00,39.057899475097656,215.45672607421875,9.260000228881836,66.8509750366211,4.960000038146973,37.189998626708984,72.306884765625,81.49756622314453,40.87825393676758,477.9200134277344,139.7899932861328,41.43702697753906,42.21693801879883,6.730000019073486,20.930171966552734,42.86658477783203,28.18000030517578,152.85000610351562,14.40999984741211,8.672175407409668,14.050000190734863,88.7400131225586,145.55999755859375,23.940000534057617,13.670000076293945,95.45999908447266,20.8799991607666,11.460000038146973,160.6515655517578,15.239999771118164,2.880000114440918,48.72999954223633
2021-01-11 00:00:00-05:00,39.06757736206055,215.44683837890625,8.979999542236328,68.0753402709961,4.800000190734863,36.66999816894531,71.21060943603516,81.88742065429688,40.49397659301758,483.8299865722656,139.2100067138672,42.14394760131836,42.37193298339844,6.900000095367432,20.891754150390625,44.807823181152344,28.149999618530273,153.38999938964844,14.529999732971191,8.961248397827148,13.789999961853027,87.42107391357422,145.0800018310547,23.15999984741211,15.899999618530273,96.2300033569336,20.049999237060547,11.420000076293945,158.52105712890625,14.90999984741211,2.630000114440918,47.150001525878906
2021-01-12 00:00:00-05:00,39.667720794677734,215.44683837890625,9.289999961853027,70.14209747314453,5.46999979019165,37.209999084472656,72.56429290771484,83.03839111328125,40.40751266479492,495.3999938964844,145.13999938964844,43.55778884887695,42.788482666015625,7.179999828338623,21.75623893737793,47.605201721191406,28.0,151.75,14.680000305175781,9.423763275146484,14.220000267028809,88.9203109741211,151.08999633789062,23.260000228881836,16.549999237060547,98.12999725341797,21.079999923706055,11.970000267028809,161.46502685546875,15.210000038146973,2.4800000190734863,48.939998626708984
2021-01-13 00:00:00-05:00,38.50614929199219,219.13381958007812,8.84000015258789,66.98810577392578,5.710000038146973,36.45000076293945,71.62051391601562,82.56501007080078,40.34025955200195,482.80999755859375,144.64999389648438,41.7856559753418,42.16849899291992,6.989999771118164,20.63240623474121,48.511112213134766,28.030000686645508,150.64999389648438,14.539999961853027,9.423763275146484,13.529999732971191,87.34515380859375,146.05999755859375,23.90999984741211,16.270000457763672,95.56999969482422,20.3799991607666,11.65999984741211,157.59132385253906,15.609999656677246,2.450000047683716,49.70000076293945
2021-01-14 00:00:00-05:00,39.841957092285156,213.66758728027344,9.050000190734863,68.49653625488281,5.670000076293945,36.5,70.94368743896484,82.85276794433594,39.78304672241211,471.5,143.3800048828125,44.94257736206055,43.11784362792969,7.25,20.26740074157715,51.29853439331055,28.25,151.33999633789062,14.600000381469727,9.799559593200684,13.8100004196167,86.13057708740234,144.22000122070312,24.06999969482422,16.889999389648438,97.5,20.600000381469727,11.850000381469727,159.77999877929688,15.739999771118164,2.7200000286102295,48.619998931884766
2021-01-15 00:00:00-05:00,39.54188919067383,207.64781188964844,8.739999771118164,66.41999053955078,5.179999828338623,35.11000061035156,69.49469757080078,81.83171844482422,39.235443115234375,466.69000244140625,141.11000061035156,46.482295989990234,43.20503234863281,6.960000038146973,19.892791748046875,49.74554443359375,27.399999618530273,148.41000366210938,14.029999732971191,9.471943855285645,13.010000228881836,82.49634552001953,142.75,22.950000762939453,17.559999465942383,97.76000213623047,19.979999542236328,11.489999771118164,154.7441864013672,15.069999694824219,2.799999952316284,46.540000915527344
